id	type	name	description	target	belongs_to	pc	ts_pc	PC3	VCAP	A375	A549	HA1E	HCC515	HT29	MCF7	HEPG2	summary
ccsbBroad304_07136	OE	WNT9A	Wingless-type MMTV integration sites, wingless-type MMTV integration site family, member 9A		Wnt family GOF	0.00, 0.00	1.03, 0.24	18.02	35.82	-18.37	-99.61	-77.86	-79.16	36.03	-48.09	40.50	-21.77
ccsbBroad304_05394	OE	ZNF621	Zinc fingers, C2H2-type, zinc finger protein 621			0.00, 0.00	1.13, 0.22	-91.97	-44.63	-30.65	46.66	-24.34	37.31	-96.16	51.41	-42.82	-6.78
ccsbBroad304_07211	OE	ZRSR2	RNA binding motif (RRM) containing, zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2			10.00, 0.00	0.83, 0.24	-22.12	-25.22	-39.19	50.81	96.57	-16.89	-27.27	-39.55	-31.98	-7.08
DMSO	CTRL	DMSO	Dimethyl sulfoxide			0.00, 0.00	0.00, 0.00	51.46	6.72	54.39	60.02	60.26	91.10	37.01	89.98	92.85	56.43
BRD-K39569857	CP	avrainvillamide-analog-3	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	11.11, 11.11	0.43, 0.32	99.21	NaN	-92.31	-51.81	82.52	-61.47	86.95	-80.63	74.62	94.58
BRD-A70731303	CP	avrainvillamide-analog-5	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	11.11, 11.11	0.40, 0.24	80.14	NaN	-83.41	100.00	46.24	-97.78	-49.06	-68.41	28.01	-61.92
BRD-A83237092	CP	fulvestrant	estrogen receptor antagonist, DNA directed DNA polymerase inhibitor, soluble epoxide hydrolase inhibitor	ESR1, EPHX2, ESR2, GPER1	Estrogen receptor antagonist	44.44, 44.44	0.74, 0.31	49.51	NaN	99.87	71.80	99.54	82.96	99.94	-99.85	-88.61	98.98
BRD-K68488863	CP	ENMD-2076	Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, ephrin receptor inhibitor, FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor	AURKA, FLT3, KDR, PDGFRA, SRC, CSF1R, EPHA1, FGFR1, FGFR2, FGFR3, FLT4, KIT, PTK2	Aurora kinase inhibitor	0.00, 0.00	1.09, 0.32	37.82	NaN	-98.64	-93.72	76.69	-92.80	-94.53	-98.69	-99.89	-98.63
BRD-A74907996	CP	equol	estrogen receptor agonist	ESR2, ESR1		55.56, 55.56	0.52, 0.39	100.00	NaN	69.39	99.88	-69.07	92.02	98.70	99.98	92.93	99.65
BRD-K98948170	CP	BRD-K98948170	kelch-like ECH-associated protein ligand	KEAP1		33.33, 22.22	0.55, 0.43	76.21	NaN	88.58	84.12	-92.68	95.02	47.23	99.96	86.39	98.24
BRD-K42573370	CP	avrainvillamide-analog-2	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	11.11, 11.11	0.59, 0.16	-86.64	NaN	-95.57	41.80	99.25	-99.85	-64.43	-94.93	-49.70	-97.33
BRD-K61691971	CP	avrainvillamide-analog-1	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	44.44, 44.44	0.49, 0.40	91.22	NaN	63.43	100.00	64.71	23.45	59.62	99.82	99.44	99.30
BRD-K25079130	CP	avrainvillamide-analog-4	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	33.33, 22.22	0.49, 0.15	60.78	NaN	97.27	99.20	79.29	-31.75	84.78	-53.77	-36.02	98.13
BRD-K50324045	CP	avrainvillamide-analog-6	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	11.11, 0.00	0.51, 0.22	-48.22	NaN	93.66	96.05	70.41	39.93	-98.00	33.88	87.94	91.54
BRD-K79877282	CP	PF-543	sphingosine kinase inhibitor	SPHK1		22.22, 22.22	0.60, 0.36	67.52	NaN	79.62	49.25	56.75	55.80	99.95	99.98	-43.91	86.34
BRD-K24576554	CP	AT-9283	Aurora kinase inhibitor, JAK inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA, AURKB, ABL1, BCR, FLT3, JAK2, JAK3, RPS6KA6, STK17A	Aurora kinase inhibitor	22.22, 22.22	0.88, 0.31	-60.85	NaN	-99.80	-72.94	-27.44	99.84	99.15	-93.68	-99.54	-95.86
BRD-K53665955	CP	MK-5108	Aurora kinase inhibitor	AURKA, AURKB, AURKC	Aurora kinase inhibitor	66.67, 55.56	1.05, 0.53	99.88	NaN	99.74	77.75	97.28	99.99	99.96	-89.20	27.09	99.61
BRD-K67174588	CP	toremifene	selective estrogen receptor modulator (SERM), estrogen receptor antagonist	ESR1, CYP3A5	Estrogen receptor antagonist	55.56, 55.56	0.51, 0.34	99.60	NaN	99.92	100.00	57.14	81.36	35.12	84.11	99.90	99.47
BRD-K75295174	CP	alisertib	Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA	Aurora kinase inhibitor	22.22, 22.22	0.98, 0.51	99.84	NaN	-92.33	-95.88	93.04	100.00	-63.31	-98.87	-94.97	-96.52
BRD-K10466330	CP	AVA	nucleophosmin inhibitor		Nucleophosmin inhibitor	22.22, 11.11	0.59, 0.35	50.17	NaN	99.98	-97.21	33.68	-31.16	-56.18	96.71	56.93	53.13
CP_ADENOSINE_RECEPTOR_AGONIST	PCL	Adenosine receptor agonist				40.00, 20.00		68.18	91.20	99.54	24.01	39.53	95.80	-15.30	95.28	76.24	98.05
CP_ANDROGEN_RECEPTOR_MODULATOR	PCL	Androgen receptor modulator				0.00, 0.00		-18.98	-98.12	-14.70	36.23	82.64	-22.00	-19.15	3.56	17.43	-11.98
CP_ANGIOTENSIN_RECEPTOR_ANTAGONIST	PCL	Angiotensin receptor antagonist				0.00, 0.00		-98.35	50.43	-92.51	-49.72	-94.42	68.91	-13.41	15.74	-27.30	-22.80
CP_AROMATASE_INHIBITOR	PCL	Aromatase inhibitor				0.00, 0.00		-60.69	-97.79	-52.64	76.67	87.62	93.60	35.61	-18.47	-49.04	-32.08
CP_ATP_SYNTHASE_INHIBITOR	PCL	ATP synthase inhibitor				0.00, 0.00		-99.69	-99.27	-98.96	-97.08	-99.57	-20.94	-79.15	-91.71	NaN	-99.10
CP_ATPASE_INHIBITOR	PCL	ATPase inhibitor				0.00, 0.00		-48.73	-64.23	-98.74	-69.20	-78.24	-47.01	-96.02	60.27	-37.53	-93.40
CP_AURORA_KINASE_INHIBITOR	PCL	Aurora kinase inhibitor				40.00, 40.00		99.11	100.00	-93.44	-99.29	82.70	100.00	98.76	-99.89	-99.43	93.37
CP_BACTERIAL_30S_RIBOSOMAL_SUBUNIT_INHIBITOR	PCL	Bacterial 30S ribosomal subunit inhibitor				0.00, 0.00		-23.29	58.60	26.76	-69.92	31.21	87.88	52.96	-15.35	NaN	42.07
CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR	PCL	Bacterial cell wall synthesis inhibitor				0.00, 0.00		-14.70	-35.63	-12.84	-31.03	90.61	48.08	-15.17	73.84	45.85	25.24
CP_BACTERIAL_DNA_GYRASE_INHIBITOR	PCL	Bacterial DNA gyrase inhibitor				0.00, 0.00		-32.21	31.22	-51.26	-8.81	-23.92	31.64	36.01	9.10	83.57	-13.96
CP_BCL_INHIBITOR	PCL	BCL inhibitor				0.00, 0.00		-96.12	-73.48	-98.19	-97.44	-99.65	-47.04	-75.20	-98.38	-97.97	-98.66
CP_BENZODIAZEPINE_RECEPTOR_AGONIST	PCL	Benzodiazepine receptor agonist				0.00, 0.00		-5.23	33.99	-8.78	8.30	38.66	NaN	62.49	8.28	NaN	6.64
CP_BETA_ADRENERGIC_RECEPTOR_AGONIST	PCL	Beta-adrenergic receptor agonist				20.00, 20.00		89.02	85.02	99.08	45.67	5.84	99.14	-41.50	30.99	8.96	88.74
CP_BILE_ACID	PCL	Bile acid				30.00, 10.00		96.34	86.51	-83.58	54.31	-76.88	67.72	-16.43	75.49	98.53	96.08
CP_BROMODOMAIN_INHIBITOR	PCL	Bromodomain Inhibitor				0.00, 0.00		-49.79	89.33	-99.36	8.00	-76.81	-91.87	-31.07	-97.06	-83.18	-92.37
CP_CALCIUM_CHANNEL_BLOCKER	PCL	Calcium channel blocker				0.00, 0.00		-82.73	-91.39	-48.02	-81.95	-63.41	NaN	-24.79	-41.60	NaN	-79.22
CP_CALMODULIN_ANTAGONIST	PCL	Calmodulin antagonist				0.00, 0.00		53.12	78.36	-49.98	-68.89	-18.79	22.52	-91.36	-95.68	-99.07	-96.63
CP_CANNABINOID_RECEPTOR_AGONIST	PCL	Cannabinoid receptor agonist				0.00, 0.00		-66.53	26.14	-16.35	28.82	4.19	-7.39	-88.21	-81.94	-46.64	-1.44
CP_CCK_RECEPTOR_ANTAGONIST	PCL	CCK receptor antagonist				0.00, 0.00		-98.85	14.23	42.73	-18.27	4.11	-67.61	-97.16	-99.72	-88.05	-98.51
CP_CDK_INHIBITOR	PCL	CDK inhibitor				0.00, 0.00		-99.72	-46.66	-99.04	-99.73	-99.54	-99.99	-99.96	-99.78	-99.59	-99.76
CP_CYCLOOXYGENASE_INHIBITOR	PCL	Cyclooxygenase inhibitor				30.00, 0.00		97.32	13.99	-30.90	97.13	70.41	97.37	89.40	38.26	5.56	79.55
CP_DIHYDROFOLATE_REDUCTASE_INHIBITOR	PCL	Dihydrofolate reductase inhibitor				0.00, 0.00		-99.98	-76.51	-99.33	-99.84	-58.85	22.92	-99.82	-99.71	-99.89	-100.00
CP_DNA_DEPENDENT_PROTEIN_KINASE_INHIBITOR	PCL	DNA dependent protein kinase inhibitor				0.00, 0.00		-99.45	-41.89	-89.18	66.01	-98.48	-98.84	-94.75	-98.31	-40.75	-99.06
CP_DNA_POLYMERASE_INHIBITOR	PCL	DNA polymerase inhibitor				0.00, 0.00		29.10	84.49	-37.55	85.08	-42.99	-32.28	10.47	-10.59	NaN	16.28
CP_DNA_SYNTHESIS_INHIBITOR	PCL	DNA synthesis inhibitor				0.00, 0.00		-99.26	-98.45	-99.62	-91.71	-98.19	-99.03	-99.77	-99.51	NaN	-99.76
CP_DOPAMINE_RECEPTOR_ANTAGONIST	PCL	Dopamine receptor antagonist				0.00, 0.00		-25.29	-85.93	12.84	-44.46	-85.30	-75.95	-59.52	-88.88	-18.75	-88.48
CP_EGFR_INHIBITOR	PCL	EGFR inhibitor				0.00, 0.00		-98.86	-98.04	-99.09	-97.67	-88.48	-96.20	52.16	-99.84	-97.69	-98.38
CP_ESTROGEN_RECEPTOR_AGONIST	PCL	Estrogen receptor agonist				20.00, 20.00		77.99	-30.62	51.49	20.43	87.53	99.83	25.82	73.63	99.90	2.15
CP_ESTROGEN_RECEPTOR_ANTAGONIST	PCL	Estrogen receptor antagonist				0.00, 0.00		-74.86	-29.16	91.08	-86.02	-94.12	-99.17	35.26	-99.95	-72.02	-99.60
CP_FGFR_INHIBITOR	PCL	FGFR inhibitor				0.00, 0.00		-18.73	-60.72	-93.40	16.70	58.59	91.41	-55.71	27.97	66.35	-6.27
CP_FLT3_INHIBITOR	PCL	FLT3 inhibitor				0.00, 0.00		-99.90	-99.65	-99.94	-99.88	-59.42	-99.59	-97.64	-99.93	-94.11	-99.87
CP_FXR_ANTAGONIST	PCL	FXR antagonist				10.00, 0.00		95.48	83.81	-93.38	56.07	70.68	63.52	-24.41	24.00	-97.76	61.50
CP_GABA_RECEPTOR_ANTAGONIST	PCL	GABA receptor antagonist				10.00, 10.00		54.53	39.22	-69.76	-8.63	99.43	41.39	48.94	-55.33	87.35	-3.42
CP_GAMMA_SECRETASE_INHIBITOR	PCL	Gamma secretase inhibitor				0.00, 0.00		7.31	88.91	-100.00	-22.47	73.77	-75.86	-99.93	27.95	84.55	-97.06
CP_GLUCOCORTICOID_RECEPTOR_AGONIST	PCL	Glucocorticoid receptor agonist				0.00, 0.00		17.52	65.12	-11.48	-95.41	-71.62	-98.44	42.04	16.15	41.75	-34.36
CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR	PCL	Glycogen synthase kinase inhibitor				0.00, 0.00		-99.70	-33.68	-98.79	-98.62	-36.26	-99.09	-83.07	-98.59	-65.34	-99.34
CP_HDAC_INHIBITOR	PCL	HDAC inhibitor				0.00, 0.00		-99.14	-75.92	-99.41	-97.53	-99.64	-99.54	-99.59	-99.37	-99.52	-99.60
CP_HIF_ACTIVATOR	PCL	HIF activator				0.00, 0.00		-97.13	-98.21	-97.33	-94.24	88.19	-86.65	-94.88	-97.37	-98.88	-98.92
CP_HIV_PROTEASE_INHIBITOR	PCL	HIV protease inhibitor				10.00, 0.00		-78.19	-41.18	-67.98	-73.37	64.88	95.19	-30.54	30.22	58.24	19.80
CP_HMGCR_INHIBITOR	PCL	HMGCR inhibitor				0.00, 0.00		-96.41	-78.44	-89.99	-99.72	49.57	-95.55	-66.83	-99.72	22.70	-98.29
CP_HRH1	PCL	HRH1 antagonist				0.00, 0.00		-13.80	-29.71	-27.44	-44.63	27.59	-29.93	-79.55	-48.24	NaN	-13.96
CP_HSP_INHIBITOR	PCL	HSP inhibitor				10.00, 0.00		-99.31	-98.60	-99.74	-26.36	88.95	-71.26	97.18	-33.54	-92.25	-90.50
CP_IGF_1_INHIBITOR	PCL	IGF-1 inhibitor				0.00, 0.00		40.83	-99.76	-98.74	-77.45	67.69	-99.71	-98.97	-99.71	-80.09	-99.59
CP_IKK_INHIBITOR	PCL	IKK inhibitor				0.00, 0.00		-98.87	-100.00	-98.39	-99.37	-89.90	-99.66	-97.03	-97.44	-98.23	-99.84
CP_IMIDAZOLINE_LIGAND	PCL	Imidazoline ligand				20.00, 20.00		100.00	98.30	90.37	55.94	9.40	-70.94	89.40	89.73	37.16	81.49
CP_IMPDH_INHIBITOR	PCL	IMPDH inhibitor				0.00, 0.00		-98.88	-63.02	-98.91	-90.92	58.12	-69.12	-99.84	-99.81	-99.52	-99.86
CP_JAK_INHIBITOR	PCL	JAK inhibitor				0.00, 0.00		-99.96	-99.30	-100.00	-100.00	-44.66	-99.91	-99.93	-99.39	-99.74	-99.94
CP_KCNJ11	PCL	KCNJ11 modulator				0.00, 0.00		26.60	17.63	48.23	39.98	-65.70	-21.75	-45.88	-45.34	-45.28	-11.43
CP_LEUCINE_RICH_REPEAT_KINASE_INHIBITOR	PCL	Leucine rich repeat kinase inhibitor				10.00, 10.00		-96.65	84.76	30.70	32.80	-76.52	-67.81	82.84	-22.49	97.53	-35.57
CP_MDM_INHIBITOR	PCL	MDM inhibitor				10.00, 10.00		6.52	45.40	18.81	65.27	81.54	99.97	80.53	-64.66	49.10	89.13
CP_MEK_INHIBITOR	PCL	MEK inhibitor				10.00, 0.00		-41.84	45.78	-45.70	-99.69	-70.35	-83.75	95.33	-99.52	90.66	-67.22
CP_MTOR_INHIBITOR	PCL	MTOR inhibitor				0.00, 0.00		-98.95	-99.52	-99.34	-99.77	-95.88	-94.56	-72.73	-98.71	-22.63	-99.40
CP_NA_K_CL_TRANSPORTER_INHIBITOR	PCL	Na-K-Cl transporter inhibitor				22.22, 11.11		99.52	-22.68	23.59	96.87	69.73	87.38	-10.76	48.20	NaN	58.77
CP_NFKB_PATHWAY_INHIBITOR	PCL	NFkB pathway inhibitor				0.00, 0.00		-96.40	-99.47	-85.40	-99.45	-99.06	-98.57	-89.30	-95.45	-99.61	-99.70
CP_NOREPINEPHRINE_REPUTAKE_INHIBITOR	PCL	Norepinephrine reuptake inhibitor				0.00, 0.00		23.55	-87.57	-16.22	41.46	-94.65	-68.06	-49.28	-33.56	-91.48	-25.46
CP_NUCLEOPHOSMIN_INHIBITOR	PCL	Nucleophosmin inhibitor				22.22, 11.11		77.74	NaN	95.31	99.83	71.55	-38.79	-55.51	-52.13	77.15	90.82
CP_NUCLEOSIDE_REVERSE_TRANSCRIPTASE_INHIBITOR	PCL	Nucleoside reverse transcriptase inhibitor				12.50, 12.50		19.23	93.42	99.70	68.92	40.76	NaN	-24.70	42.80	NaN	18.76
CP_P38_MAPK_INHIBITOR	PCL	P38 MAPK inhibitor				0.00, 0.00		64.00	76.21	-24.85	19.80	-86.37	-75.69	15.97	-24.47	-24.96	12.50
CP_PARP_INHIBITOR	PCL	PARP inhibitor				10.00, 10.00		-87.99	98.10	-94.98	64.60	23.33	-95.07	-55.09	64.17	-85.10	-39.56
CP_PDGFR_KIT_INHIBITOR	PCL	PDGFR/KIT inhibitor				0.00, 0.00		-98.83	-71.94	-99.58	-99.98	-45.46	-84.40	57.21	-99.17	-99.28	-99.15
CP_PI3K_INHIBITOR	PCL	PI3K inhibitor				0.00, 0.00		-97.40	-99.74	-98.18	-99.78	-79.87	-98.80	-92.64	-98.86	-24.29	-99.18
CP_PKA_INHIBITOR	PCL	PKA inhibitor				0.00, 0.00		-75.54	29.17	-91.30	-41.67	-66.65	-99.88	-56.54	43.80	-65.42	-85.88
CP_PKC_ACTIVATOR	PCL	PKC activator				0.00, 0.00		-81.83	28.84	84.79	-96.84	43.27	-99.56	-75.98	-98.76	-49.84	-95.34
CP_PKC_INHIBITOR	PCL	PKC inhibitor				0.00, 0.00		-99.09	-99.30	-53.53	-99.52	-49.14	-99.01	-72.21	-99.95	-99.27	-99.84
CP_POTASSIUM_CHANNEL_ACTIVATOR	PCL	Potassium channel activator				0.00, 0.00		-9.18	5.21	72.87	94.50	-18.78	11.45	73.30	-20.64	-11.71	4.84
CP_POTASSIUM_CHANNEL_BLOCKER	PCL	Potassium channel blocker				0.00, 0.00		7.70	-59.77	-30.79	6.60	-12.29	-25.09	-53.82	2.59	NaN	-2.10
CP_PPAR_RECEPTOR_AGONIST	PCL	PPAR receptor agonist				0.00, 0.00		-57.50	10.61	-60.59	-9.49	-17.41	-15.95	-83.30	-27.55	47.65	-34.81
CP_PROGESTERONE_RECEPTOR_AGONIST	PCL	Progesterone receptor agonist				0.00, 0.00		-11.59	-97.90	-18.05	-11.62	-20.00	-29.51	-67.53	73.42	54.56	-38.12
CP_PROGESTERONE_RECEPTOR_ANTAGONIST	PCL	Progesterone receptor antagonist				0.00, 0.00		-27.55	-96.60	-48.53	44.22	69.14	-60.05	-60.20	-33.75	-47.84	-15.95
CP_PROTEASOME_INHIBITOR	PCL	Proteasome inhibitor				0.00, 0.00		-99.53	-98.10	-80.86	-99.10	-99.46	-99.38	-92.08	-99.42	-99.60	-99.55
CP_PROTEIN_SYNTHESIS_INHIBITOR	PCL	Protein synthesis inhibitor				10.00, 0.00		-99.46	-98.52	-99.23	-97.73	97.14	-96.87	-99.31	-90.93	-90.10	-99.33
CP_RAF_INHIBITOR	PCL	RAF inhibitor				0.00, 0.00		-98.42	-81.53	-99.42	-93.87	-56.37	-69.81	38.18	-91.20	-14.17	-96.76
CP_RETINOID_RECEPTOR_AGONIST	PCL	Retinoid receptor agonist				10.00, 10.00		-90.72	83.22	-25.94	-49.82	-19.58	98.58	15.35	-93.15	38.24	-29.97
CP_REVERSE_TRANSCRIPTASE_INHIBITOR	PCL	Reverse transcriptase inhibitor				0.00, 0.00		42.24	49.08	-48.28	-22.37	44.95	-28.90	-39.72	56.51	NaN	12.71
CP_RHO_ASSOCIATED_KINASE_INHIBITOR	PCL	Rho associated kinase inhibitor				11.11, 0.00		-6.85	37.82	-11.38	-15.36	40.08	-28.44	41.27	95.28	NaN	8.41
CP_RIBONUCLEOTIDE_REDUCTASE_INHIBITOR	PCL	Ribonucleotide reductase inhibitor				0.00, 0.00		-99.65	-99.80	-99.21	-99.85	-95.51	-99.63	-99.87	-99.66	-99.96	-99.84
CP_SEROTONIN_RECEPTOR_AGONIST	PCL	Serotonin receptor agonist				10.00, 0.00		-27.86	-34.13	-35.60	90.78	-16.64	91.79	97.07	-86.67	29.44	-23.36
CP_SEROTONIN_RECEPTOR_ANTAGONIST	PCL	Serotonin receptor antagonist				0.00, 0.00		12.36	-93.22	-18.93	-60.92	-79.76	-77.03	-64.01	-98.47	-92.96	-36.93
CP_SIGMA_RECEPTOR_ANTAGONIST	PCL	Sigma receptor antagonist				0.00, 0.00		24.94	67.70	87.96	34.77	67.08	-35.28	91.71	-48.59	41.14	20.86
CP_SODIUM_CHANNEL_BLOCKER	PCL	Sodium channel blocker				0.00, 0.00		-20.03	44.48	53.84	-76.30	-35.28	84.16	27.08	37.68	26.21	18.73
CP_SRC_INHIBITOR	PCL	SRC inhibitor				0.00, 0.00		-98.02	29.14	-54.78	-96.14	80.24	-97.58	91.23	-97.25	47.53	-85.86
CP_STEROL_DEMETHYLASE_INHIBITOR	PCL	Sterol demethylase inhibitor				0.00, 0.00		-67.58	-64.75	-44.22	11.71	-83.72	-100.00	-45.15	-97.55	-75.01	-72.10
CP_T_TYPE_CALCIUM_CHANNEL_BLOCKER	PCL	T-type calcium channel blocker				0.00, 0.00		-99.29	-98.42	-98.01	-99.32	-96.26	-99.82	-79.36	-98.58	-89.49	-98.32
CP_TACHYKININ_ANTAGONIST	PCL	Tachykinin antagonist				0.00, 0.00		-85.51	-98.98	-13.50	-84.89	-71.18	-84.91	43.60	-93.14	18.36	-98.22
CP_TGF_BETA_RECEPTOR_INHIBITOR	PCL	TGF beta receptor inhibitor				0.00, 0.00		69.29	72.47	35.45	-5.83	45.77	61.80	71.66	92.69	88.06	49.19
CP_THROMBOXANE_RECEPTOR_ANTAGONIST	PCL	Thromboxane receptor antagonist				0.00, 0.00		-23.39	-24.39	23.86	32.42	-10.70	-63.67	-32.44	26.16	-37.98	-4.32
CP_THYMIDYLATE_SYNTHASE_INHIBITOR	PCL	Thymidylate synthase inhibitor				0.00, 0.00		-55.46	-34.18	-87.33	-98.73	33.74	-26.78	-99.96	-99.19	39.90	-99.70
CP_TOPOISOMERASE_INHIBITOR	PCL	Topoisomerase inhibitor				0.00, 0.00		-99.42	-96.20	-98.75	-99.85	-99.24	-95.36	-99.47	-98.98	-97.76	-99.33
CP_TRICYCLIC_ANTIDEPRESSANT	PCL	Tricyclic antidepressant				0.00, 0.00		-16.24	-95.16	-19.12	-5.33	-44.43	-73.32	-79.31	-74.71	-90.49	-44.29
CP_TUBULIN_INHIBITOR	PCL	Tubulin inhibitor				30.00, 20.00		-59.80	100.00	-27.39	19.34	33.98	99.91	-76.03	-62.49	-53.50	96.25
CP_VEGFR_INHIBITOR	PCL	VEGFR inhibitor				0.00, 0.00		-97.35	-99.80	-99.01	-98.43	-45.82	-83.51	-24.72	-94.63	-30.03	-43.78
CP_VITAMIN_D_RECEPTOR_AGONIST	PCL	Vitamin D receptor agonist				0.00, 0.00		30.73	-94.07	-31.57	-37.04	56.08	83.16	-48.06	-8.92	-64.99	-6.14
KD_A_KINASE_ANCHORING_PROTEINS	PCL	Kinase anchoring proteins LOF				0.00, 0.00		24.63	-60.15	-94.25	-84.31	-39.32	NaN	-95.43	20.57	70.08	-70.24
KD_AHSP_PATHWAY	PCL	AHSP Pathway LOF				0.00, 0.00		-99.96	-84.63	-44.05	-37.35	-46.63	-99.21	-73.50	-93.67	26.47	-70.88
KD_AKT_SIGNALING	PCL	Akt Signaling LOF				0.00, 0.00		-29.24	-35.65	-8.64	-22.07	19.27	61.97	-30.38	-91.10	-91.28	-12.61
KD_ALDEHYDE_DEHYDROGENASES	PCL	Aldehyde dehydrogenases LOF				0.00, 0.00		-81.83	-95.38	-21.41	-97.69	-83.45	NaN	21.68	-99.36	-13.74	-98.02
KD_AMINOACYL_TRNA_SYNTHETASES_CLASS_II	PCL	Aminoacyl tRNA synthetases class II LOF				0.00, 0.00		-21.42	77.05	-99.76	9.45	22.73	13.86	91.14	32.21	-81.52	6.83
KD_APOLIPOPROTEINS	PCL	Apolipoproteins LOF				11.11, 11.11		-28.57	-62.59	-66.43	-100.00	-34.73	97.64	-32.15	-99.94	NaN	-95.01
KD_BACULOVIRAL_IAP_REPEAT_DOMAIN_CONTAINING	PCL	Baculoviral IAP repeat domain containing LOF				0.00, 0.00		-96.29	-85.24	-3.37	-61.56	-57.03	NaN	-27.51	58.76	-91.87	-61.49
KD_BMP_SIGNALING	PCL	BMP Signaling LOF				0.00, 0.00		-69.63	-77.46	-97.84	-70.53	-26.72	-77.90	-99.96	-98.48	-30.37	-90.78
KD_C2_DOMAIN_CONTAINING_PROTEIN_KINASES	PCL	C2 domain containing protein kinases LOF				11.11, 0.00		-36.10	-80.75	-39.54	97.29	91.24	89.57	NaN	-23.20	43.08	24.69
KD_CANONICAL_HIGH_MOBILITY_GROUP_PROTEINS	PCL	Canonical high mobility group proteins LOF				0.00, 0.00		-66.65	21.27	35.26	35.93	-63.89	-35.63	-58.93	-61.81	NaN	-75.52
KD_CYCLIN_DEPENDENT_KINASES	PCL	Cyclin dependent kinases LOF				0.00, 0.00		-78.85	-25.12	81.28	22.32	31.17	-100.00	-90.82	-44.97	-38.48	-67.50
KD_CYCLINS	PCL	Cyclins LOF				10.00, 10.00		-74.60	-99.47	12.49	67.00	30.33	12.82	-88.34	-65.97	98.93	-71.94
KD_DNA_REPLICATION	PCL	DNA Replication LOF				0.00, 0.00		85.76	64.81	-87.71	-38.02	-39.40	-38.06	76.26	-99.89	-23.52	-37.33
KD_EIF_PROTEINS	PCL	EIF Proteins LOF				0.00, 0.00		91.49	-33.74	-60.89	-80.56	86.87	NaN	-83.13	-97.43	-58.31	-63.28
KD_EMSY_COMPLEX	PCL	EMSY complex LOF				0.00, 0.00		58.72	54.29	39.30	49.12	-19.20	NaN	65.11	43.48	69.37	21.79
KD_G2_M_CHECKPOINT	PCL	G2 M Checkpoint LOF				0.00, 0.00		-17.90	69.37	17.97	61.18	89.06	-47.55	11.10	28.17	19.79	70.78
KD_GATA_ZINC_FINGER_DOMAIN_CONTAINING	PCL	GATA Zinc finger domain containing LOF				0.00, 0.00		-99.27	-46.89	-98.82	-24.40	-37.82	20.38	-37.36	-85.37	64.77	-43.44
KD_GENERAL_TRANSCRIPTION_FACTORS_GROUP_1	PCL	General transcription factors group 1 LOF				11.11, 11.11		-39.06	-61.25	89.63	65.71	32.04	NaN	-56.40	99.95	40.36	-25.51
KD_GENERAL_TRANSCRIPTION_FACTORS_GROUP_2	PCL	General transcription factors group 2 LOF				0.00, 0.00		-48.95	35.37	-22.05	-41.78	-36.24	-99.71	-99.88	57.92	-99.96	-62.18
KD_HEAT_SHOCK_70KDA_PROTEINS	PCL	Heat shock 70kDa proteins LOF				0.00, 0.00		-93.79	NaN	-31.04	NaN	-34.51	NaN	-97.34	-63.84	63.10	-89.39
KD_HISTONE_DEACETYLASES	PCL	Histone deacetylases LOF				20.00, 20.00		-68.99	99.80	99.13	-70.32	-79.58	24.40	61.96	-31.47	-70.06	-27.34
KD_HOXL_SUBCLASS_HOMEOBOXES	PCL	HOXL subclass homeoboxes LOF				0.00, 0.00		-99.58	-99.52	-13.89	-25.42	94.37	-20.70	-93.35	-52.14	-95.58	-59.54
KD_IL4_PATHWAY	PCL	IL4 Pathway LOF				0.00, 0.00		-51.44	-35.78	-6.37	-31.08	53.11	-43.03	-100.00	-71.55	-29.33	-34.57
KD_INTEGRIN_SUBUNITS_ALPHA	PCL	Integrin subunits alpha LOF				0.00, 0.00		-49.56	35.58	-61.32	-44.79	-54.66	NaN	-24.79	27.58	80.19	-21.08
KD_INTEGRIN_SUBUNITS_BETA	PCL	Integrin subunits beta LOF				57.14, 57.14		-65.57	NaN	99.70	NaN	42.36	NaN	99.18	99.48	56.01	99.17
KD_INTERLEUKIN_RECEPTORS	PCL	Interleukin receptors LOF				0.00, 0.00		-88.51	-37.57	-76.24	-37.02	-97.00	-99.93	18.90	-20.88	53.46	-62.43
KD_KRUPPEL_LIKE_TRANSCRIPTION_FACTORS	PCL	Kruppel like transcription factors LOF				0.00, 0.00		-80.89	-82.37	53.22	30.60	77.88	-29.50	-100.00	18.15	-48.16	-70.96
